Run #,lean_flow_rate,vapor_flow_rate,CO2_loading,w_MEA,y_CO2,T_liq,T_vap,P,Beds,VLE-bic_k_eq_coeff_1,VLE-bic_k_eq_coeff_2,VLE-bic_k_eq_coeff_3,VLE-car_k_eq_coeff_1,VLE-car_k_eq_coeff_2,VLE-car_k_eq_coeff_3,VLE-lwm_coeff_1,VLE-lwm_coeff_2,VLE-lwm_coeff_3,VLE-lwm_coeff_4,surface_tension-surf_tens_CO2_coeff_1,surface_tension-surf_tens_CO2_coeff_2,surface_tension-surf_tens_CO2_coeff_3,surface_tension-surf_tens_CO2_coeff_4,surface_tension-surf_tens_CO2_coeff_5,surface_tension-surf_tens_CO2_coeff_6,surface_tension-surf_tens_F_coeff_a,surface_tension-surf_tens_F_coeff_b,surface_tension-surf_tens_F_coeff_c,surface_tension-surf_tens_F_coeff_d,surface_tension-surf_tens_F_coeff_e,surface_tension-surf_tens_F_coeff_f,surface_tension-surf_tens_F_coeff_g,surface_tension-surf_tens_F_coeff_h,surface_tension-surf_tens_F_coeff_i,surface_tension-surf_tens_F_coeff_j,molar_volume-vol_mol_liq_comp_coeff_a,molar_volume-vol_mol_liq_comp_coeff_b,molar_volume-vol_mol_liq_comp_coeff_c,molar_volume-vol_mol_liq_comp_coeff_d,molar_volume-vol_mol_liq_comp_coeff_e,viscosity-visc_d_coeff_a,viscosity-visc_d_coeff_b,viscosity-visc_d_coeff_c,viscosity-visc_d_coeff_d,viscosity-visc_d_coeff_e,viscosity-visc_d_coeff_f,viscosity-visc_d_coeff_g
149,1.8352,0.6582,0.1467,0.3267,0.1069,320.683,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.2249,0.0581,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
150,2.4995,0.7248,0.1313,0.2719,0.1091,319.1757,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.4677,0.046,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
151,1.3287,0.5913,0.1925,0.3233,0.0994,316.9846,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.7381,0.0566,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
152,2.0546,0.6441,0.2067,0.3216,0.1027,319.5046,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.3085,0.0401,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
153,1.5138,0.7117,0.1595,0.2971,0.1087,320.324,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.8179,0.0255,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
154,2.0259,0.5908,0.2898,0.2703,0.0971,314.9966,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.2713,0.0335,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
155,1.559,0.5655,0.2724,0.3272,0.1007,321.0788,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.9155,0.0585,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
156,1.3553,0.7026,0.2444,0.3175,0.1006,317.051,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.9208,0.0341,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
157,1.8861,0.613,0.2438,0.3294,0.1056,314.6107,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.3272,0.0569,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
158,1.0766,0.6999,0.236,0.3164,0.0976,320.5422,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.2036,0.0595,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
159,1.5,0.7664,0.2493,0.2849,0.1019,314.1278,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.4822,0.0469,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
160,2.5543,0.7326,0.2295,0.3193,0.101,314.0881,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.0046,0.0552,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
161,2.0434,0.6367,0.2158,0.3104,0.1061,318.5408,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.3523,0.0492,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
162,1.2927,0.5039,0.1257,0.3292,0.1026,317.5968,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.8408,0.0539,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
163,1.7563,0.6522,0.1724,0.2887,0.0955,320.9937,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.7419,0.0499,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
164,1.6491,0.6571,0.1551,0.282,0.0969,319.7788,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.0215,0.0429,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
165,1.0007,0.7807,0.2956,0.307,0.1046,316.8975,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.988,0.0466,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
166,1.4037,0.5834,0.1029,0.3247,0.092,316.9297,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.0345,0.0389,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
167,2.3196,0.7313,0.1767,0.2978,0.1023,316.4201,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.4099,0.0502,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
168,1.6794,0.6028,0.2081,0.2789,0.0944,319.5767,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.0671,0.0556,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
169,1.5049,0.5695,0.1231,0.2869,0.0954,316.3664,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.3912,0.0496,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
170,1.3901,0.6147,0.1578,0.3256,0.0921,321.9695,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.9028,0.0541,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
171,1.983,0.7309,0.1895,0.2914,0.0931,314.7593,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.6017,0.0266,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
172,1.3096,0.6339,0.2888,0.3085,0.0968,315.5071,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.8702,0.0261,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
173,1.9072,0.6245,0.2196,0.3195,0.097,320.4006,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.4826,0.0217,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
174,1.102,0.7487,0.1387,0.2999,0.0984,321.0919,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.169,0.0337,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
175,1.2036,0.7559,0.1317,0.2901,0.0952,315.8801,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.6837,0.0326,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
176,1.3635,0.5924,0.2666,0.3084,0.0971,315.9625,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-0.7589,0.0369,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
177,1.0057,0.7692,0.2263,0.2989,0.0997,317.9005,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.0963,0.0498,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
178,1.8655,0.7142,0.2541,0.2948,0.0901,317.1208,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-0.8985,0.0284,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
179,1.6396,0.5275,0.1219,0.2739,0.1065,321.1406,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.5291,0.0535,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
180,1.9703,0.631,0.2074,0.319,0.1058,316.7465,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.0583,0.0446,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
181,1.1191,0.6954,0.2041,0.2857,0.1074,320.2324,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.4326,0.0318,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
182,1.114,0.7964,0.2524,0.3121,0.1082,316.7783,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-0.8875,0.0423,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
183,1.5517,0.4642,0.1612,0.2947,0.1025,320.1518,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-0.5303,0.0324,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
184,1.0236,0.7176,0.178,0.3024,0.0919,319.7161,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.7734,0.0554,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
185,1.288,0.6616,0.2694,0.2958,0.0929,317.2615,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.2536,0.0597,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
186,1.4936,0.6844,0.1168,0.3216,0.095,319.9157,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.8034,0.051,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
